frequency_hz,vout_real_v,vout_imag_v
204.1737945,-1128.650526,-152.1182669
206.5380156,-1128.962955,-150.4007509
208.9296131,-1129.268355,-148.7020619
211.348904,-1129.56688,-147.0220121
213.796209,-1129.858685,-145.3604147
216.2718524,-1130.143919,-143.7170843
218.7761624,-1130.422728,-142.0918367
221.309471,-1130.695256,-140.484489
223.8721139,-1130.961642,-138.8948595
226.4644308,-1131.222023,-137.3227679
229.0867653,-1131.476535,-135.7680352
231.739465,-1131.725307,-134.2304837
234.4228815,-1131.968467,-132.7099369
237.1373706,-1132.206143,-131.20622
239.8832919,-1132.438455,-129.719159
242.6610095,-1132.665524,-128.2485818
245.4708916,-1132.887468,-126.7943173
248.3133105,-1133.1044,-125.3561958
251.1886432,-1133.316434,-123.9340492
254.0972706,-1133.523679,-122.5277104
257.0395783,-1133.726242,-121.1370141
260.0159563,-1133.924228,-119.7617959
263.0267992,-1134.117741,-118.4018932
266.072506,-1134.30688,-117.0571446
269.1534804,-1134.491743,-115.7273899
272.2701308,-1134.672427,-114.4124706
275.4228703,-1134.849025,-113.1122293
278.6121169,-1135.021629,-111.8265102
281.8382931,-1135.190329,-110.5551587
285.1018268,-1135.355213,-109.2980217
288.4031503,-1135.516366,-108.0549473
291.7427014,-1135.673873,-106.8257852
295.1209227,-1135.827815,-105.6103862
298.5382619,-1135.978272,-104.4086027
301.995172,-1136.125324,-103.2202883
305.4921113,-1136.269046,-102.0452979
309.0295433,-1136.409514,-100.883488
312.6079367,-1136.546801,-99.73471623
316.227766,-1136.680978,-98.59884154
319.889511,-1136.812117,-97.47572431
323.5936569,-1136.940284,-96.36522621
327.3406949,-1137.065548,-95.26721022
331.1311215,-1137.187973,-94.18154064
334.9654392,-1137.307624,-93.10808306
338.8441561,-1137.424564,-92.0467044
342.7677865,-1137.538853,-90.99727283
346.7368505,-1137.650551,-89.95965783
350.751874,-1137.759718,-88.93373015
354.8133892,-1137.866409,-87.91936182
358.9219346,-1137.970681,-86.91642611
363.0780548,-1138.072588,-85.92479757
367.2823005,-1138.172185,-84.94435198
371.5352291,-1138.269522,-83.97496636
375.8374043,-1138.364652,-83.01651896
380.1893963,-1138.457624,-82.06888926
384.591782,-1138.548487,-81.13195795
389.045145,-1138.637288,-80.20560692
393.5500755,-1138.724075,-79.28971927
398.1071706,-1138.808892,-78.38417926
402.7170343,-1138.891785,-77.48887237
407.3802778,-1138.972797,-76.60368522
412.0975191,-1139.05197,-75.7285056
